week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
27th week,Tripura,Dhalai,Malaria,11.53705313,20.10500016,25,5,2014,23.8253158,91.97322267,-0.526248373,0,-0.475056493
28th week,Tripura,Dhalai,Malaria,10.94029264,22.80594525,25,5,2014,23.8253158,91.97322267,-0.526248373,0,-0.475056493
9th week,Tripura,Dhalai,Acute Gastroenteritis,-0.105526807,0.1855301,1,3,2017,23.8253158,91.97322267,-0.637644274,3.358651009,-0.769446388
21st week,Tripura,Dhalai,Malaria,-0.063357436,-0.152088036,27,5,2017,23.8253158,91.97322267,-0.591641518,4.376396762,-0.729588963
24th week,Tripura,Dhalai District,Malaria,0.944873886,7.950747241,25,5,2014,23.9551603,91.8252174,-0.624887559,0,-0.512895811
25th week,Tripura,Gomati,Malaria,0.129599383,-0.152088036,18,6,2019,23.4613369,91.60718004,-0.121461849,0,-0.424351806
35th week,Tripura,Gomati,Acute Diarrhoeal Disease,-0.085081051,-0.152088036,25,8,2019,23.4613369,91.60718004,-0.078257359,2.486297507,0
20th week,Tripura,Khowai,Malaria,0.079762853,0.1855301,9,4,2015,24.04673835,91.62320954,0.680378251,1.032375004,-0.868736759
47th week,Tripura,Khowai,Acute Diarrhoeal Disease,-0.094026069,0.1855301,24,11,2018,24.04673835,91.62320954,-0.737387387,0,-0.82151329
8th week,Tripura,North Tripura,Acute Diarrhoeal Disease,-0.033966662,-0.152088036,20,2,2014,24.0921476,92.24512135,-0.241992526,3.358651009,-1.356712607
6th week,Tripura,North Tripura,Acute Diarrhoeal Disease,-0.083803191,-0.152088036,8,2,2017,24.0921476,92.24512135,-0.740622157,3.64943551,-1.032808043
8th week,Tripura,North Tripura,Acute Diarrhoeal Disease,0.009480569,-0.152088036,23,2,2018,24.0921476,92.24512135,-0.740607574,3.79482776,-1.123622407
11th week,Tripura,North Tripura,Acute Diarrhoeal Disease,-0.101693227,-0.152088036,28,2,2018,24.0921476,92.24512135,-0.660926939,3.358651009,-0.910511366
3rd week,Tripura,Sepahijala,Acute Diarrhoeal Disease,-0.08891463,-0.152088036,20,1,2017,23.53074455,91.30156539,-0.740666227,1.177767254,-1.368316654
3rd week,Tripura,South Tripura,Malaria,-0.076136033,0.860766373,18,12,2010,23.5,91.666667,-0.740604641,0,-1.375380014
8th week,Tripura,South Tripura,Acute Diarrhoeal Disease,-0.09019249,-0.152088036,14,2,2014,23.5,91.666667,-0.699535129,0.160021502,-0.86147161
51st week,Tripura,South Tripura,Acute Diarrhoeal Disease,-0.097859648,0.1855301,15,12,2014,23.5,91.666667,-0.740625522,0.160021502,-1.565585643
15th week,Tripura,South Tripura,Acute Diarrhoeal Disease,-0.074858173,0.1855301,9,4,2015,23.5,91.666667,0.890575901,1.468551755,-0.688470247
6th week,Tripura,Unakoti,Acute Diarrhoeal Disease,-0.074858173,-0.152088036,3,2,2014,24.3167458,92.06650224,-0.740626324,2.631689758,-1.469221523
3rd week,Tripura,West Tripura,Acute Diarrhoeal Disease,-0.099137508,0.1855301,20,1,2011,23.916667,91.5,-0.562678465,-0.712332001,-1.93368653
52nd week,Tripura,West Tripura,Acute Diarrhoeal Disease,0.18838093,0.1855301,26,12,2016,23.916667,91.5,-0.72176333,0,-1.069133788
16th week,Tripura,West Tripura,Acute Diarrhoeal Disease,0.054205659,-0.152088036,13,4,2017,23.916667,91.5,-0.57323636,0.886982753,-0.596142311
42nd week,Uttar Pradesh,Agra,Dengue,-0.095303929,-0.152088036,11,10,2013,27.1752554,78.0098161,-0.590812028,-0.4215475,-0.305284095
44th week,Uttar Pradesh,Agra,Malaria,-0.063357436,-0.152088036,25,10,2013,27.1752554,78.0098161,-0.740671355,-0.857724251,0.491864228
39th week,Uttar Pradesh,Agra,Dengue,-0.055690277,-0.152088036,22,9,2015,27.1752554,78.0098161,-0.110638293,0,0.28400023
42nd week,Uttar Pradesh,Agra,Dengue,-0.058245997,0.1855301,9,9,2021,27.1752554,78.0098161,-0.341258667,-0.4215475,-0.525256645
19th week,Uttar Pradesh,Aligarh,Acute Diarrhoeal Disease,-0.095303929,0.523148237,21,5,2010,27.833333,78.166667,-0.739612694,-1.003116501,1.796059385
30th week,Uttar Pradesh,Aligarh,Acute Diarrhoeal Disease,-0.067191015,0.523148237,27,7,2016,27.833333,78.166667,-0.01857118,0,-0.250795477
30th week,Uttar Pradesh,Aligarh,Acute Diarrhoeal Disease,-0.017354486,0.523148237,16,7,2019,27.833333,78.166667,-0.518935485,-1.003116501,-0.705876334
33rd week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,-0.048023119,-0.152088036,1,8,2009,25.4381302,81.8338005,-0.140817125,-0.56693975,0.027701905
35th week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,-0.076136033,-0.152088036,15,8,2009,25.4381302,81.8338005,0.304009955,0.305413752,0.847049285
22nd week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,-0.101693227,0.1855301,21,5,2010,25.4381302,81.8338005,-0.725902244,-1.003116501,1.167422169
34th week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,-0.102971087,0.1855301,30,7,2010,25.4381302,81.8338005,0.817332383,-0.857724251,0
34th week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,31,7,2011,25.4381302,81.8338005,-0.099714139,-0.4215475,0.108425794
32nd week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,8,8,2011,25.4381302,81.8338005,0.946611781,-0.857724251,0
41st week,Uttar Pradesh,Ambedkar Nagar,Acute Diarrhoeal Disease,-0.094026069,0.1855301,12,9,2009,26.40349795,82.60728149,1.324345791,0.741590503,-0.533329043
42nd week,Uttar Pradesh,Ambedkar Nagar,Acute Diarrhoeal Disease,-0.076136033,0.860766373,14,10,2009,26.40349795,82.60728149,-0.694609013,0.305413752,-0.402657254
21st week,Uttar Pradesh,Amethi,Acute Diarrhoeal Disease,-0.105526807,0.1855301,23,5,2017,26.34738315,81.62387832,-0.654996051,-1.003116501,1.420390634
36th week,Uttar Pradesh,Amethi,Acute Diarrhoeal Disease,-0.053134558,0.1855301,1,9,2017,26.34738315,81.62387832,0.345249762,1.323159504,-0.752797088
18th week,Uttar Pradesh,Auraiya,Acute Diarrhoeal Disease,-0.095303929,0.1855301,5,5,2010,26.65573395,79.51504701,-0.594965986,-1.148508752,1.160056125
42nd week,Uttar Pradesh,Auraiya,Malaria,-0.063357436,-0.152088036,15,10,2011,26.65573395,79.51504701,-0.740694111,0,0.419717242
27th week,Uttar Pradesh,Auraiya,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,29,6,2013,26.65573395,79.51504701,1.536618389,-1.003116501,0
30th week,Uttar Pradesh,Auraiya,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,20,7,2013,26.65573395,79.51504701,0.364405597,0,-0.31537457
31st week,Uttar Pradesh,Auraiya,Acute Diarrhoeal Disease,-0.053134558,-0.152088036,23,7,2013,26.65573395,79.51504701,0.874827415,-0.27615525,-0.31537457
43rd week,Uttar Pradesh,Auraiya,Dengue,0.018425587,0.860766373,19,10,2018,26.65573395,79.51504701,-0.738802734,-0.4215475,0.033251692
24th week,Uttar Pradesh,Auraiya,Acute Diarrhoeal Disease,-0.023743784,-0.152088036,8,6,2019,26.65573395,79.51504701,-0.739078713,-0.857724251,1.262373642
44th week,Uttar Pradesh,Auraiya,Dengue,0.153878717,-0.152088036,29,10,2019,26.65573395,79.51504701,-0.740741707,-0.4215475,-0.101960815
39th week,Uttar Pradesh,Auraiya,Dengue,-0.069746734,-0.152088036,28,9,2021,26.65573395,79.51504701,0.2375127,0.886982753,-0.295698124
46th week,Uttar Pradesh,Auraiya,Dengue,-0.058245997,-0.152088036,18,11,2021,26.65573395,79.51504701,-0.740637862,-0.712332001,-0.619098154
21st week,Uttar Pradesh,Azamgarh,Acute Diarrhoeal Disease,-0.071024594,0.1855301,18,5,2013,26.02269675,83.02887343,-0.705584094,-1.003116501,1.125546667
34th week,Uttar Pradesh,Azamgarh,Acute Diarrhoeal Disease,0.358336273,0.523148237,17,8,2013,26.02269675,83.02887343,0.27442432,0.160021502,-0.397107497
28th week,Uttar Pradesh,Azamgarh,Acute Diarrhoeal Disease,-0.08891463,-0.152088036,8,7,2016,26.02269675,83.02887343,0.83207614,-1.148508752,0
30th week,Uttar Pradesh,Azamgarh,Acute Diarrhoeal Disease,-0.099137508,0.1855301,24,7,2016,26.02269675,83.02887343,0.430580868,-1.003116501,-1.029780897
33rd week,Uttar Pradesh,Azamgarh,Acute Diarrhoeal Disease,-0.083803191,-0.152088036,15,8,2016,26.02269675,83.02887343,0.218988343,-0.27615525,-0.867828616
30th week,Uttar Pradesh,Azamgarh,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,28,7,2017,26.02269675,83.02887343,1.607216288,0,-0.164017297
39th week,Uttar Pradesh,Azamgarh,Cholera,0.621575376,0.860766373,28,9,2021,26.02269675,83.02887343,-0.23872113,0.596198253,-0.559816565
33rd week,Uttar Pradesh,Badaun,Malaria,-0.018632345,1.536002646,8,8,2015,28.116667,78.983333,-0.166081941,-0.857724251,0.392977467
36th week,Uttar Pradesh,Badaun,Malaria,-0.027577363,-0.152088036,15,8,2015,28.116667,78.983333,-0.121180235,0.014629251,-0.259372379
37th week,Uttar Pradesh,Badaun,Malaria,-0.063357436,0.523148237,8,9,2015,28.116667,78.983333,-0.732550903,0.450806002,0.088749348
38th week,Uttar Pradesh,Badaun,Malaria,-0.046745259,0.523148237,8,9,2015,28.116667,78.983333,-0.732550903,0.450806002,0.088749348
33rd week,Uttar Pradesh,Badaun,Dengue,-0.092748209,-0.152088036,11,8,2016,28.116667,78.983333,0.00922169,0,-0.593871952
37th week,Uttar Pradesh,Badaun,Dengue,-0.09019249,-0.152088036,3,9,2016,28.116667,78.983333,0.122700058,0.596198253,-0.363808897
45th week,Uttar Pradesh,Ballia,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,30,10,2021,25.87793255,84.11995931,-0.723970613,0.014629251,-0.482472999
26th week,Uttar Pradesh,Balrampur,Acute Diarrhoeal Disease,-0.101693227,0.1855301,19,6,2011,27.4504805,82.39541774,-0.169640701,-1.003116501,0.059991467
22nd week,Uttar Pradesh,Banda,Acute Diarrhoeal Disease,-0.08891463,-0.152088036,31,5,2010,25.6240669,80.44804739,-0.740340404,-1.148508752,0.657095908
45th week,Uttar Pradesh,Bara Banki,Acute Diarrhoeal Disease,-0.082525331,-0.152088036,3,11,2016,26.9013312,81.2151601,-0.740613984,-0.56693975,-0.213965197
16th week,Uttar Pradesh,Bara-Banki,Acute Diarrhoeal Disease,-0.027577363,-0.152088036,17,4,2016,26.9013312,81.2151601,-0.74067456,-1.003116501,1.341483033
32nd week,Uttar Pradesh,Bara-Banki,Acute Diarrhoeal Disease,-0.101693227,0.1855301,5,8,2016,26.9013312,81.2151601,0.535876705,-0.27615525,-0.597908136
37th week,Uttar Pradesh,Bara-Banki,Acute Diarrhoeal Disease,-0.094026069,0.1855301,10,9,2017,26.9013312,81.2151601,-0.642767861,1.323159504,-0.510625452
51st week,Uttar Pradesh,Bareilly,Acute Encephalitis Syndrome,-0.099137508,1.536002646,6,12,2009,28.416667,79.383333,-0.740647798,-0.712332001,-1.459131018
36th week,Uttar Pradesh,Bareilly,Acute Diarrhoeal Disease,-0.08891463,0.860766373,1,8,2010,28.416667,79.383333,1.444092966,-0.712332001,0
40th week,Uttar Pradesh,Bareilly,Acute Diarrhoeal Disease,-0.049300979,0.1855301,26,8,2010,28.416667,79.383333,1.568820609,-0.56693975,0
50th week,Uttar Pradesh,Bareilly,Acute Diarrhoeal Disease,-0.094026069,0.1855301,3,10,2010,28.416667,79.383333,-0.734874837,0.305413752,-0.179657559
27th week,Uttar Pradesh,Bareilly,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,30,6,2014,28.416667,79.383333,-0.576079198,-0.712332001,0.320325976
37th week,Uttar Pradesh,Bareilly,Dengue,-0.031410943,-0.152088036,17,8,2015,28.416667,79.383333,0.627157011,0.014629251,-0.295698124
49th week,Uttar Pradesh,Bareilly,Malaria,47.04494126,-0.152088036,3,9,2018,28.416667,79.383333,0.519612322,-0.4215475,-0.309320279
25th week,Uttar Pradesh,Bareilly,Malaria,2.572867174,-0.152088036,28,1,2019,28.416667,79.383333,-0.151614212,0.160021502,-1.968195989
32nd week,Uttar Pradesh,Bareilly,Dengue,-0.092748209,-0.152088036,2,8,2019,28.416667,79.383333,-0.047312864,-0.27615525,-0.067148642
38th week,Uttar Pradesh,Bareilly,Dengue,0.088707871,1.536002646,23,9,2021,28.416667,79.383333,0.3045974,1.177767254,-0.611429395
43rd week,Uttar Pradesh,Budaun,Dengue,-0.104248947,0.1855301,12,9,2010,28.06831165,79.04607312,0.801410792,-0.4215475,-0.724039206
32nd week,Uttar Pradesh,Budaun,Acute Diarrhoeal Disease,-0.0454674,0.860766373,9,8,2011,28.06831165,79.04607312,0.446521769,-0.712332001,0
30th week,Uttar Pradesh,Budaun,Acute Diarrhoeal Disease,-0.102971087,0.1855301,24,7,2016,28.06831165,79.04607312,-0.338705055,-0.712332001,-0.702849188
33rd week,Uttar Pradesh,Budaun,Dengue,-0.09019249,-0.152088036,9,8,2016,28.06831165,79.04607312,-0.266652325,-0.4215475,-0.120123688
32nd week,Uttar Pradesh,Budaun,Malaria,-0.063357436,-0.152088036,10,8,2016,28.06831165,79.04607312,-0.25340698,-0.4215475,-0.327483152
37th week,Uttar Pradesh,Budaun,Malaria,-0.051856698,-0.152088036,9,9,2016,28.06831165,79.04607312,-0.673223566,0.596198253,-0.502553054
39th week,Uttar Pradesh,Budaun,Chikungunya,-0.099137508,-0.152088036,15,9,2016,28.06831165,79.04607312,-0.651752539,0.596198253,-0.077743652
39th week,Uttar Pradesh,Budaun,Malaria,-0.094026069,0.1855301,23,9,2016,28.06831165,79.04607312,-0.495299965,0.160021502,0.320325976
42nd week,Uttar Pradesh,Budaun,Dengue And Malaria,-0.076136033,-0.152088036,20,10,2016,28.06831165,79.04607312,-0.740721515,-0.56693975,0.184608965
33rd week,Uttar Pradesh,Budaun,Malaria,0.091263591,0.860766373,17,8,2017,28.06831165,79.04607312,-0.650474148,-0.130762999,-0.593871952
36th week,Uttar Pradesh,Budaun,Malaria,0.346835536,-0.152088036,24,8,2019,28.06831165,79.04607312,0.654800286,0.596198253,-0.432676456
17th week,Uttar Pradesh,Bulandshahar,Acute Diarrhoeal Disease,0.548737372,1.19838451,20,4,2010,28.5246712,77.5996529,-0.721217036,-1.148508752,1.715840031
38th week,Uttar Pradesh,Bulandshahar,Malaria,-0.050578838,-0.152088036,18,9,2011,28.5246712,77.5996529,-0.255088188,0.886982753,-0.527880181
25th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,16,6,2012,25.1265777,83.24965577,-0.740671996,0,1.334419703
41st week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.083803191,-0.152088036,28,9,2013,25.1265777,83.24965577,-0.412185877,0.596198253,-0.482876608
41st week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.08891463,-0.152088036,29,9,2013,25.1265777,83.24965577,-0.204342713,0,-0.407197972
41st week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,8,10,2013,25.1265777,83.24965577,1.254708664,0,-0.752494374
36th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.09147035,0.1855301,3,9,2014,25.1265777,83.24965577,-0.304595837,0.886982753,-0.254226232
34th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.055690277,-0.152088036,15,6,2015,25.1265777,83.24965577,-0.267542418,-0.712332001,1.553585034
30th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.065913155,-0.152088036,17,7,2015,25.1265777,83.24965577,0.049088548,-0.27615525,-0.304779561
33rd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.09019249,-0.152088036,10,8,2015,25.1265777,83.24965577,-0.35025024,1.032375004,-0.580249797
34th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.094026069,0.1855301,15,8,2015,25.1265777,83.24965577,0.167456679,0.014629251,-0.207002763
36th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,0.000535551,0.523148237,1,9,2015,25.1265777,83.24965577,0.387477799,1.177767254,-0.580754332
37th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.08763677,0.1855301,8,9,2015,25.1265777,83.24965577,-0.706629325,1.323159504,-0.366230614
39th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.08891463,-0.152088036,21,9,2015,25.1265777,83.24965577,-0.061888462,0,-0.106501533
21st week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.067191015,-0.152088036,12,5,2016,25.1265777,83.24965577,-0.668532446,-0.857724251,1.70978574
30th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.097859648,0.1855301,23,7,2016,25.1265777,83.24965577,0.604763614,0.160021502,0
36th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,0.23438388,1.536002646,2,8,2016,25.1265777,83.24965577,0.382976307,-0.130762999,0
36th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.04163382,0.1855301,5,9,2016,25.1265777,83.24965577,0.451556408,0,-0.068662215
36th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.072302454,0.1855301,5,9,2016,25.1265777,83.24965577,0.451556408,0,-0.068662215
39th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.102971087,0.1855301,12,9,2016,25.1265777,83.24965577,2.280355876,0,-0.693767752
39th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.068468875,0.1855301,14,9,2016,25.1265777,83.24965577,0.973166283,0.596198253,-0.605980534
39th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,14,9,2016,25.1265777,83.24965577,0.973166283,0.596198253,-0.605980534
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.04291168,-0.152088036,4,10,2016,25.1265777,83.24965577,0.212224666,2.195513006,-0.380458197
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,5,10,2016,25.1265777,83.24965577,-0.176652915,2.195513006,-0.414664941
20th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.096581788,0.1855301,5,5,2017,25.1265777,83.24965577,-0.642913107,-0.712332001,1.650756404
32nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.078691752,0.860766373,25,7,2017,25.1265777,83.24965577,2.510853654,-1.293901002,-0.112555824
32nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,29,7,2017,25.1265777,83.24965577,3.376346991,-0.712332001,0
32nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.085081051,-0.152088036,29,7,2017,25.1265777,83.24965577,3.376346991,-0.712332001,0
32nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,2,8,2017,25.1265777,83.24965577,0.466687948,-0.712332001,0
40th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,15,9,2017,25.1265777,83.24965577,-0.239611443,0.886982753,-0.174612306
23rd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.09147035,-0.152088036,18,5,2018,25.1265777,83.24965577,-0.669905866,-0.712332001,1.055316892
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.106804666,0.1855301,29,8,2019,25.1265777,83.24965577,0.261581761,0,-0.675604879
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,30,8,2019,25.1265777,83.24965577,0.124958973,0.741590503,-0.605375105
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,14,9,2019,25.1265777,83.24965577,0.669945845,0,-0.618089115
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,16,9,2019,25.1265777,83.24965577,0.342357427,1.323159504,-0.475813279
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.067191015,0.1855301,19,9,2019,25.1265777,83.24965577,0.165228716,1.323159504,-0.456136834
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.064635295,-0.152088036,21,10,2021,25.1265777,83.24965577,0.202767441,1.177767254,-0.450385257
45th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,-0.082525331,0.1855301,5,11,2021,25.1265777,83.24965577,-0.740627285,0.450806002,-0.464310126
43rd week,Uttar Pradesh,Deoria,Acute Diarrhoeal Disease,-0.095303929,0.1855301,23,10,2019,26.42384715,83.76273169,-0.687613878,0,-0.432424204
27th week,Uttar Pradesh,Etawah,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,4,7,2016,26.71832435,79.09025375,-0.086288093,-0.857724251,0.890942894
34th week,Uttar Pradesh,Farrukhabad,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,27,7,2010,27.43719385,79.48912947,0.612593175,0,-0.188234461
40th week,Uttar Pradesh,Farrukhabad,Dengue,-0.076136033,-0.152088036,28,9,2019,27.43719385,79.48912947,-0.10368319,-0.712332001,-2.670493734
45th week,Uttar Pradesh,Farrukhabad,Dengue,-0.097859648,-0.152088036,2,11,2019,27.43719385,79.48912947,-0.74064908,-0.857724251,-0.05564549
25th week,Uttar Pradesh,Farrukhabad,Dengue,-0.104248947,-0.152088036,26,6,2021,27.43719385,79.48912947,-0.627416315,0,0.287027376
35th week,Uttar Pradesh,Farrukhabad,Malaria,-0.003298029,-0.152088036,28,8,2021,27.43719385,79.48912947,-0.411788645,0,-0.562086924
40th week,Uttar Pradesh,Farrukhabad,Malaria,-0.096581788,-0.152088036,7,10,2021,27.43719385,79.48912947,-0.662304639,0,-0.266334813
42nd week,Uttar Pradesh,Fatehpur,Dengue,-0.040355961,0.1855301,12,9,2015,25.8435395,80.91800397,-0.676937346,0.305413752,0.313262647
45th week,Uttar Pradesh,Fatehpur,Dengue,-0.097859648,-0.152088036,26,9,2015,25.8435395,80.91800397,-0.494481717,0.160021502,0.012566178
25th week,Uttar Pradesh,Fatehpur,Acute Diarrhoeal Disease,-0.09019249,0.1855301,17,6,2016,25.8435395,80.91800397,-0.484432238,0,0.901537903
35th week,Uttar Pradesh,Fatehpur,Acute Diarrhoeal Disease,-0.030133083,0.1855301,6,8,2016,25.8435395,80.91800397,0.451852234,-0.56693975,-0.478840424
21st week,Uttar Pradesh,Fatehpur,Acute Diarrhoeal Disease,-0.094026069,0.523148237,17,5,2017,25.8435395,80.91800397,-0.704064945,0,1.650756404
